geneNames	transcriptNames	id	fc	pval	qval
sss	gene-PA5280	5431	1.00414843323955	0.690656110712575	0.690656110713704
.	gene-PA1132	1159	1.00236340038492	0.690656110712576	0.690656110713704
bphO	gene-PA4116	4207	1.00573358760637	0.690656110712581	0.690656110713704
.	gene-PA0841	856	1.0034975733217	0.690656110712582	0.690656110713704
oprF	gene-PA1777	1810	1.00472652536397	0.690656110712583	0.690656110713704
.	gene-PA5301	5452	1.00617118524507	0.690656110712583	0.690656110713704
.	gene-PA5006	5152	1.00435927698956	0.690656110712587	0.690656110713704
hscB	gene-PA3811	3899	1.00218234843283	0.690656110712587	0.690656110713704
oprE	gene-PA0291	294	1.00820260051959	0.690656110712587	0.690656110713704
.	gene-PA3664	3751	1.00780423584909	0.690656110712588	0.690656110713704
.	gene-PA3042	3105	1.00585329321902	0.69065611071259	0.690656110713704
.	gene-PA2792	2849	1.00416444610353	0.69065611071259	0.690656110713704
tolR	gene-PA0970	993	1.00460707609275	0.690656110712593	0.690656110713704
coaB	gene-PA0723	735	1.00734147211539	0.690656110712593	0.690656110713704
.	gene-PA1240	1266	1.0035820914237	0.690656110712596	0.690656110713704
thiC	gene-PA4973	5118	1.00433316678891	0.690656110712597	0.690656110713704
.	gene-PA4773	4916	1.01121175028334	0.690656110712597	0.690656110713704
.	gene-PA4459	4571	1.00643938361165	0.690656110712597	0.690656110713704
pgpA	gene-PA4050	4142	1.00757295882946	0.690656110712598	0.690656110713704
cysH	gene-PA1756	1789	1.00542160428899	0.6906561107126	0.690656110713704
.	gene-PA4362	4471	1.003163461596	0.6906561107126	0.690656110713704
.	gene-PA4495	4607	1.00460320266229	0.690656110712601	0.690656110713704
aruE	gene-PA0901	918	1.00867670193543	0.690656110712601	0.690656110713704
.	MSTRG.1535.1	1839	1.00789513202856	0.690656110712601	0.690656110713704
putP	gene-PA0783	796	1.01401084338939	0.690656110712603	0.690656110713704
ilvH	gene-PA4695	4829	1.01204038100422	0.690656110712605	0.690656110713704
.	gene-PA3202	3273	1.00882048865525	0.690656110712606	0.690656110713704
osmE	gene-PA4876	5019	1.00733333119172	0.690656110712606	0.690656110713704
.	gene-PA0468	473	1.0037815327786	0.690656110712606	0.690656110713704
.	gene-PA0846	862	1.00455010376623	0.690656110712606	0.690656110713704
metK	gene-PA0546	552	1.01165372080344	0.690656110712607	0.690656110713704
nqrD	gene-PA2996	3058	1.00341763659874	0.690656110712608	0.690656110713704
.	gene-PA0537	543	1.01109416862024	0.690656110712609	0.690656110713704
lppL	gene-PA5276	5427	1.0071481984227	0.690656110712609	0.690656110713704
ssrA	rna-PA0826.2	840	1.01135362482027	0.690656110712609	0.690656110713704
efp	gene-PA2851	2910	1.01661449543133	0.690656110712609	0.690656110713704
.	gene-PA2811	2867	1.00199221095859	0.690656110712611	0.690656110713704
.	gene-PA4586	4702	1.00607883980342	0.690656110712612	0.690656110713704
.	gene-PA1171	1197	1.00508652236793	0.690656110712613	0.690656110713704
hflC	gene-PA4941	5086	1.00947388160907	0.690656110712613	0.690656110713704
nuoB	gene-PA2638	2689	1.00848525034855	0.690656110712613	0.690656110713704
ccoP1	gene-PA1552	1582	1.00671586517666	0.690656110712613	0.690656110713704
.	gene-PA1897	1942	1.00371229980207	0.690656110712614	0.690656110713704
.	gene-PA3348	3423	1.00741345882859	0.690656110712614	0.690656110713704
lpxA	gene-PA3644	3731	1.00659691487346	0.690656110712615	0.690656110713704
mscL	gene-PA4614	4730	1.01353950793776	0.690656110712616	0.690656110713704
.	gene-PA5225	5374	1.0092822028469	0.690656110712616	0.690656110713704
proA	gene-PA4007	4098	1.00060940339824	0.690656110712619	0.690656110713704
.	gene-PA2658	2709	1.00864136538271	0.690656110712619	0.690656110713704
.	gene-PA4642	4766	1.01125858651835	0.690656110712619	0.690656110713704
.	gene-PA1545	1575	1.00977578444535	0.69065611071262	0.690656110713704
.	gene-PA1591	1623	1.00604558918959	0.690656110712621	0.690656110713704
.	gene-PA1833	1876	1.01192539150221	0.690656110712621	0.690656110713704
.	gene-PA3021	3083	1.01151975551337	0.690656110712621	0.690656110713704
.	gene-PA1842	1886	1.01051097059482	0.690656110712622	0.690656110713704
.	gene-PA0658	663	1.00548461363836	0.690656110712622	0.690656110713704
kdsB	gene-PA2979	3041	1.00873011422012	0.690656110712622	0.690656110713704
opdC	gene-PA0162	164	1.00521050651262	0.690656110712622	0.690656110713704
.	gene-PA0981	1003	1.00390915898523	0.690656110712623	0.690656110713704
rbfA	gene-PA4743	4883	1.00952511253927	0.690656110712623	0.690656110713704
.	gene-PA5152	5298	1.01165862161192	0.690656110712624	0.690656110713704
selD	gene-PA1642	1674	1.00669481711692	0.690656110712624	0.690656110713704
pvdE	gene-PA2397	2441	1.00500888293418	0.690656110712624	0.690656110713704
ribD	gene-PA4056	4148	1.01352952751104	0.690656110712625	0.690656110713704
.	gene-PA0957	980	1.01179324312181	0.690656110712625	0.690656110713704
rpsH	gene-PA4249	4342	1.0187161129587	0.690656110712627	0.690656110713704
.	gene-PA3001	3063	1.01734719319759	0.690656110712627	0.690656110713704
.	gene-PA1728	1761	1.0111238646092	0.690656110712627	0.690656110713704
.	gene-PA0045	47	1.01061581916166	0.690656110712627	0.690656110713704
.	gene-PA4774	4917	1.00974385298846	0.690656110712627	0.690656110713704
.	gene-PA5196	5345	1.00615827800418	0.690656110712627	0.690656110713704
.	gene-PA3440a	3525	1.01867628275347	0.690656110712629	0.690656110713704
relA	gene-PA0934	956	1.01151215983814	0.690656110712629	0.690656110713704
metF	gene-PA0430	434	1.00776885783659	0.690656110712629	0.690656110713704
.	gene-PA1089	1114	1.01036437232045	0.69065611071263	0.690656110713704
pilS	gene-PA4546	4661	1.01409735501953	0.69065611071263	0.690656110713704
.	gene-PA1964	2007	1.0144476771366	0.69065611071263	0.690656110713704
rodA	gene-PA4002	4093	1.00694904448768	0.69065611071263	0.690656110713704
.	gene-PA0910	931	1.00631084243354	0.690656110712631	0.690656110713704
.	gene-PA1769	1802	1.0158005129572	0.690656110712631	0.690656110713704
dapA	gene-PA1010	1032	1.01318576317273	0.690656110712631	0.690656110713704
pabB	gene-PA1758	1791	1.00888800739264	0.690656110712631	0.690656110713704
.	gene-PA4012	4103	1.00992196176558	0.690656110712632	0.690656110713704
.	gene-PA4753	4895	1.02246017423736	0.690656110712632	0.690656110713704
.	gene-PA2652	2703	1.00781478566498	0.690656110712632	0.690656110713704
.	gene-PA4452	4564	1.01513103407017	0.690656110712633	0.690656110713704
spuG	gene-PA0303	306	1.01327178468185	0.690656110712633	0.690656110713704
waaL	gene-PA4999	5145	1.00544000290997	0.690656110712633	0.690656110713704
.	gene-PA4395	4504	1.01643098428723	0.690656110712633	0.690656110713704
trkA	gene-PA0016	16	1.01491845984651	0.690656110712633	0.690656110713704
.	gene-PA4361	4470	1.01078973580645	0.690656110712633	0.690656110713704
.	gene-PA0620	627	1.00992635353156	0.690656110712633	0.690656110713704
.	gene-PA2938	2998	1.00329308009022	0.690656110712634	0.690656110713704
.	gene-PA3003	3065	1.01559367933414	0.690656110712634	0.690656110713704
nqrE	gene-PA2995	3057	1.01484975838148	0.690656110712634	0.690656110713704
hisF1	gene-PA5140	5285	1.00888441027703	0.690656110712634	0.690656110713704
kdsA	gene-PA3636	3723	1.01708717016346	0.690656110712634	0.690656110713704
.	gene-PA1759	1792	1.01228433026263	0.690656110712635	0.690656110713704
.	gene-PA4872	5016	1.01723816118253	0.690656110712635	0.690656110713704
.	gene-PA4970	5115	1.0116676657659	0.690656110712635	0.690656110713704
.	gene-PA1437	1464	1.00669629619844	0.690656110712636	0.690656110713704
rho	gene-PA5239	5389	1.01189047452514	0.690656110712636	0.690656110713704
.	gene-PA4998	5144	1.00763289428995	0.690656110712636	0.690656110713704
xcpT	gene-PA3101	3168	1.01535101489641	0.690656110712637	0.690656110713704
acnB	gene-PA1787	1821	1.0197410565875	0.690656110712637	0.690656110713704
zipA	gene-PA1528	1557	1.01772982831005	0.690656110712637	0.690656110713704
.	gene-PA3958	4049	1.00938080326776	0.690656110712637	0.690656110713704
ubiH	gene-PA5223	5372	1.02598421649492	0.690656110712637	0.690656110713704
.	gene-PA0070	72	1.01958501887349	0.690656110712637	0.690656110713704
.	gene-PA5524	5681	1.01134332136053	0.690656110712638	0.690656110713704
.	gene-PA5291	5442	1.00509360276375	0.690656110712638	0.690656110713704
.	gene-PA2461	2507	1.01666964537081	0.690656110712638	0.690656110713704
.	gene-PA0334	338	1.01251267915371	0.690656110712638	0.690656110713704
.	gene-PA0046	48	1.00785692273243	0.690656110712638	0.690656110713704
.	gene-PA4118	4209	1.00605159203205	0.690656110712638	0.690656110713704
.	gene-PA3822	3910	1.0254891198039	0.690656110712639	0.690656110713704
.	gene-PA3539	3623	1.01839510175299	0.690656110712639	0.690656110713704
cysW	gene-PA0281	284	1.01546294136673	0.690656110712639	0.690656110713704
pepA	gene-PA3831	3920	1.01283248592669	0.690656110712639	0.690656110713704
.	gene-PA4520	4632	1.00812575580108	0.690656110712639	0.690656110713704
.	gene-PA2458	2504	1.01288393224194	0.690656110712639	0.690656110713704
arnF	gene-PA3558	3642	1.01911070325571	0.69065611071264	0.690656110713704
.	gene-PA1112	1137	1.01053756077265	0.69065611071264	0.690656110713704
nalC	gene-PA3721	3808	1.01739910355908	0.69065611071264	0.690656110713704
ilvE	gene-PA5013	5159	1.01992314088044	0.69065611071264	0.690656110713704
.	gene-PA3454	3539	1.00539609581146	0.69065611071264	0.690656110713704
.	gene-PA2950	3011	1.02602381395401	0.69065611071264	0.690656110713704
.	gene-PA0633	639	1.00646703969194	0.690656110712641	0.690656110713704
murC	gene-PA4411	4521	1.01558354004925	0.690656110712641	0.690656110713704
rmlC	gene-PA5164	5311	1.01300000237987	0.690656110712641	0.690656110713704
.	gene-PA0065	67	1.01935213241986	0.690656110712641	0.690656110713704
.	gene-PA5463	5621	1.01365059057857	0.690656110712641	0.690656110713704
nhaP	gene-PA3887	3977	1.01137721930517	0.690656110712641	0.690656110713704
.	gene-PA4041	4133	1.00643331193588	0.690656110712641	0.690656110713704
.	gene-PA2659	2710	1.00829270233949	0.690656110712642	0.690656110713704
aroP1	gene-PA3000	3062	1.01226352717895	0.690656110712642	0.690656110713704
.	gene-PA4603	4719	1.02080628102212	0.690656110712643	0.690656110713704
hisS	gene-PA3802	3890	1.0179433086708	0.690656110712643	0.690656110713704
.	MSTRG.3650.1	4468	1.0203124936133	0.690656110712643	0.690656110713704
.	gene-PA5064	5210	1.01579688144597	0.690656110712643	0.690656110713704
iscS	gene-PA3814	3902	1.02085502891206	0.690656110712643	0.690656110713704
.	gene-PA1440	1467	1.01381612066901	0.690656110712643	0.690656110713704
.	gene-PA2544	2590	1.0127276543215	0.690656110712643	0.690656110713704
rpmF	gene-PA2970	3032	1.03194461479792	0.690656110712643	0.690656110713704
.	gene-PA3767	3855	1.01863133659436	0.690656110712644	0.690656110713704
rubA1	gene-PA5351	5503	1.02821749525131	0.690656110712644	0.690656110713704
pra	gene-PA4590	4706	1.01314099253015	0.690656110712644	0.690656110713704
pgm	gene-PA5131	5276	1.02470985756212	0.690656110712644	0.690656110713704
frr	gene-PA3653	3740	1.01951322936091	0.690656110712644	0.690656110713704
.	gene-PA3240	3310	1.01250924699115	0.690656110712644	0.690656110713704
.	gene-PA2043	2087	1.00962833216076	0.690656110712645	0.690656110713704
.	gene-PA4141	4232	1.03263815574904	0.690656110712645	0.690656110713704
.	gene-PA2760	2814	1.02517005073497	0.690656110712645	0.690656110713704
rplN	gene-PA4253	4346	1.01906402151037	0.690656110712645	0.690656110713704
wzz	gene-PA3160	3232	1.03042628814141	0.690656110712645	0.690656110713704
proS	gene-PA0956	979	1.01973683851923	0.690656110712645	0.690656110713704
aroK	gene-PA5039	5185	1.02027659999328	0.690656110712645	0.690656110713704
.	gene-PA4423	4534	1.01769878611591	0.690656110712645	0.690656110713704
.	gene-PA2312a	2358	1.00890157040617	0.690656110712645	0.690656110713704
.	gene-PA2019	2063	1.00576709967076	0.690656110712645	0.690656110713704
rplE	gene-PA4251	4344	1.03754697654494	0.690656110712646	0.690656110713704
fda	gene-PA0555	561	1.02222719893381	0.690656110712646	0.690656110713704
.	gene-PA4394	4503	1.01698538229066	0.690656110712646	0.690656110713704
.	gene-PA4851	4995	1.03023622857878	0.690656110712646	0.690656110713704
.	gene-PA3665	3752	1.02576838167179	0.690656110712646	0.690656110713704
holA	gene-PA3989	4081	1.02233841098098	0.690656110712646	0.690656110713704
.	gene-PA4815	4959	1.01757784871446	0.690656110712646	0.690656110713704
.	gene-PA5104	5249	1.00648953719557	0.690656110712646	0.690656110713704
rplL	gene-PA4271	4365	1.03195563828193	0.690656110712646	0.690656110713704
.	gene-PA5424	5581	1.01937364084016	0.690656110712646	0.690656110713704
mliC	gene-PA0867	883	1.03114468606639	0.690656110712646	0.690656110713704
.	gene-PA3800	3888	1.03050518897447	0.690656110712646	0.690656110713704
crfX	gene-PA1774	1807	1.02831253478633	0.690656110712646	0.690656110713704
.	gene-PA4496	4608	1.02161275069874	0.690656110712646	0.690656110713704
fleR	gene-PA1099	1124	1.02155727467427	0.690656110712646	0.690656110713704
fgtA	gene-PA1091	1116	1.01300658634479	0.690656110712646	0.690656110713704
.	gene-PA2229	2274	1.01268334442434	0.690656110712646	0.690656110713704
def	gene-PA0019	19	1.04152938354503	0.690656110712647	0.690656110713704
rplS	gene-PA3742	3830	1.06338316834885	0.690656110712647	0.690656110713704
pilQ	gene-PA5040	5186	1.03368399064993	0.690656110712647	0.690656110713704
.	gene-PA1504	1533	1.02006247103944	0.690656110712647	0.690656110713704
.	gene-PA2490	2536	1.02619626795761	0.690656110712647	0.690656110713704
.	gene-PA3213	3284	1.01687601282408	0.690656110712647	0.690656110713704
flgJ	gene-PA1085	1110	1.0143075118092	0.690656110712647	0.690656110713704
hcpC	gene-PA0263	266	1.01046650023997	0.690656110712647	0.690656110713704
.	gene-PA4135	4226	1.00517685965753	0.690656110712647	0.690656110713704
.	gene-PA0547	553	1.01776074628227	0.690656110712647	0.690656110713704
.	gene-PA4354	4462	1.02117102995071	0.690656110712648	0.690656110713704
cifR	gene-PA2931	2991	1.01273595985014	0.690656110712648	0.690656110713704
.	gene-PA0377	381	1.01811046871567	0.690656110712648	0.690656110713704
ntrC	gene-PA5125	5270	1.01589826291586	0.690656110712648	0.690656110713704
.	gene-PA5174	5321	1.02076184517696	0.690656110712648	0.690656110713704
minD	gene-PA3244	3314	1.02862161352465	0.690656110712648	0.690656110713704
.	gene-PA3845	3933	1.0213806274428	0.690656110712648	0.690656110713704
bfiR	gene-PA4196	4288	1.01700057857312	0.690656110712648	0.690656110713704
dapF	gene-PA5278	5429	1.01907807030109	0.690656110712648	0.690656110713704
.	gene-PA1047	1071	1.01833974765416	0.690656110712648	0.690656110713704
.	gene-PA4114	4205	1.01695420258709	0.690656110712648	0.690656110713704
ruvB	gene-PA0967	990	1.01593009364377	0.690656110712648	0.690656110713704
.	gene-PA0596	603	1.03346976778351	0.690656110712648	0.690656110713704
rrmA	gene-PA1161	1187	1.01706591442119	0.690656110712649	0.690656110713704
.	gene-PA5545	5702	1.02320883255938	0.690656110712649	0.690656110713704
.	gene-PA4564	4679	1.02187213071138	0.690656110712649	0.690656110713704
.	gene-PA0314	318	1.0200298587872	0.690656110712649	0.690656110713704
.	gene-PA2529	2575	1.01833859363723	0.690656110712649	0.690656110713704
gyrA	gene-PA3168	3239	1.0108861725041	0.690656110712649	0.690656110713704
cysN	gene-PA4442	4553	1.01465253825012	0.690656110712649	0.690656110713704
ansB	gene-PA1337	1364	1.03514231340065	0.690656110712649	0.690656110713704
rmlB	gene-PA5161	5308	1.02617190427597	0.690656110712649	0.690656110713704
.	gene-PA1628	1660	1.01224042088517	0.690656110712649	0.690656110713704
.	gene-PA1856	1900	1.01221391744632	0.690656110712649	0.690656110713704
.	gene-PA3386	3463	1.01890455796177	0.690656110712649	0.690656110713704
.	gene-PA1068	1093	1.02653204731389	0.69065611071265	0.690656110713704
.	gene-PA4383	4492	1.0174752771699	0.69065611071265	0.690656110713704
.	gene-PA0731	744	1.01796962425474	0.69065611071265	0.690656110713704
.	gene-PA5178	5325	1.02349772509373	0.69065611071265	0.690656110713704
.	gene-PA1126	1153	1.02360450472149	0.69065611071265	0.690656110713704
cpdA	gene-PA4969	5114	1.02197863322273	0.69065611071265	0.690656110713704
apt	gene-PA1543	1573	1.03520144397259	0.69065611071265	0.690656110713704
ftsA	gene-PA4408	4518	1.04319595637212	0.690656110712651	0.690656110713704
purT	gene-PA3751	3839	1.02717350299207	0.690656110712651	0.690656110713704
rsmZ	rna-PA3621.1	3708	1.02082240767689	0.690656110712651	0.690656110713704
.	gene-PA2556	2602	1.00535597141489	0.690656110712651	0.690656110713704
.	gene-PA3198	3269	1.01089305944091	0.690656110712651	0.690656110713704
.	gene-PA4558	4673	1.02551986215274	0.690656110712651	0.690656110713704
psd	gene-PA4957	5102	1.02213510684321	0.690656110712651	0.690656110713704
.	gene-PA2666	2717	1.01954266961412	0.690656110712651	0.690656110713704
.	gene-PA4923	5066	1.04247305324124	0.690656110712651	0.690656110713704
speA	gene-PA4389	4498	1.03478513682192	0.690656110712651	0.690656110713704
.	gene-PA0249	252	1.01351735854699	0.690656110712651	0.690656110713704
.	gene-PA1579	1611	1.03410007773461	0.690656110712651	0.690656110713704
pilZ	gene-PA2960	3022	1.02981091082153	0.690656110712651	0.690656110713704
glmM	gene-PA4749	4891	1.00619701410364	0.690656110712651	0.690656110713704
.	gene-PA2553	2599	1.02624007724629	0.690656110712651	0.690656110713704
ssrS	rna-PA5227.1	5377	1.05486664668453	0.690656110712652	0.690656110713704
hisD	gene-PA4448	4559	1.03177671741519	0.690656110712652	0.690656110713704
rpmA	gene-PA4567	4682	1.0612361071761	0.690656110712652	0.690656110713704
.	gene-PA0429	433	1.03697524252443	0.690656110712652	0.690656110713704
.	gene-PA2698	2748	1.02328223250364	0.690656110712652	0.690656110713704
.	gene-PA3140	3213	1.01293873462585	0.690656110712652	0.690656110713704
hupB	gene-PA1804	1844	1.02677248923999	0.690656110712652	0.690656110713704
.	gene-PA3575	3660	1.01816556372453	0.690656110712652	0.690656110713704
.	gene-PA1160	1186	1.01706882462666	0.690656110712652	0.690656110713704
.	gene-PA4842	4986	1.03965892463545	0.690656110712652	0.690656110713704
arnB	gene-PA3552	3636	1.02644140696222	0.690656110712652	0.690656110713704
.	gene-PA2858	2918	1.02121910293636	0.690656110712652	0.690656110713704
gcvP1	gene-PA5213	5362	1.01979864703117	0.690656110712652	0.690656110713704
dsbG	gene-PA2476	2522	1.01862068675855	0.690656110712652	0.690656110713704
flgK	gene-PA1086	1111	1.0183982562908	0.690656110712652	0.690656110713704
.	gene-PA2527	2573	1.01510256739399	0.690656110712652	0.690656110713704
omlA	gene-PA4765	4908	1.03899412113706	0.690656110712652	0.690656110713704
.	gene-PA1478	1506	1.01467959500691	0.690656110712652	0.690656110713704
.	gene-PA3764	3852	1.0240983234592	0.690656110712653	0.690656110713704
.	gene-PA3693	3780	1.02369351709196	0.690656110712653	0.690656110713704
aspS	gene-PA0963	986	1.06809313810903	0.690656110712653	0.690656110713704
aprA	gene-PA1249	1275	1.02669468725881	0.690656110712653	0.690656110713704
gcpE	gene-PA3803	3891	1.04111569745076	0.690656110712653	0.690656110713704
.	gene-PA3297	3369	1.02891586485473	0.690656110712653	0.690656110713704
flgL	gene-PA1087	1112	1.02503204607958	0.690656110712653	0.690656110713704
mdoH	gene-PA5077	5223	1.02085259399014	0.690656110712653	0.690656110713704
.	gene-PA4503	4615	1.01204474175676	0.690656110712653	0.690656110713704
.	gene-PA1926	1971	1.02557403375763	0.690656110712653	0.690656110713704
.	gene-PA4874	5018	1.02453571686946	0.690656110712653	0.690656110713704
.	gene-PA3730	3817	1.02960784059774	0.690656110712653	0.690656110713704
.	gene-PA3849	3937	1.02671084399693	0.690656110712653	0.690656110713704
.	gene-PA3661	3748	1.02814780154571	0.690656110712654	0.690656110713704
.	gene-PA1547	1577	1.02024490171309	0.690656110712654	0.690656110713704
.	gene-PA3201	3272	1.02755743484545	0.690656110712654	0.690656110713704
msbA	gene-PA4997	5143	1.01594837960977	0.690656110712654	0.690656110713704
trkH	gene-PA3210	3281	1.0299204741153	0.690656110712654	0.690656110713704
.	gene-PA5153	5299	1.02898265834641	0.690656110712654	0.690656110713704
.	gene-PA4772	4915	1.02236740222221	0.690656110712654	0.690656110713704
.	gene-PA5477	5635	1.01585724659701	0.690656110712654	0.690656110713704
.	gene-PA2822	2881	1.03393108128697	0.690656110712654	0.690656110713704
.	gene-PA3969	4060	1.0237012147697	0.690656110712654	0.690656110713704
.	gene-PA4015	4106	1.02123881544955	0.690656110712654	0.690656110713704
.	gene-PA0937	959	1.04344949747509	0.690656110712654	0.690656110713704
.	gene-PA3949	4040	1.02942068367141	0.690656110712654	0.690656110713704
ppiD	gene-PA1805	1846	1.03024431924172	0.690656110712654	0.690656110713704
.	gene-PA1748	1781	1.04461600177512	0.690656110712655	0.690656110713704
dadX	gene-PA5302	5453	1.03031955152396	0.690656110712655	0.690656110713704
spdH	gene-PA3713	3800	1.02765049720345	0.690656110712655	0.690656110713704
xcpQ	gene-PA3105	3172	1.02520940072799	0.690656110712655	0.690656110713704
.	gene-PA4784	4927	1.02159169458206	0.690656110712655	0.690656110713704
.	gene-PA3698	3785	1.024011761893	0.690656110712655	0.690656110713704
nuoE	gene-PA2640	2691	1.00997448873668	0.690656110712655	0.690656110713704
.	gene-PA3638	3725	1.00967895099935	0.690656110712655	0.690656110713704
pagL	gene-PA4661	4785	1.06022699744731	0.690656110712655	0.690656110713704
hscA	gene-PA3810	3898	1.03636857900958	0.690656110712655	0.690656110713704
eco	gene-PA2755	2809	1.03548969788443	0.690656110712655	0.690656110713704
.	gene-PA2872	2932	1.00353088543908	0.690656110712655	0.690656110713704
.	gene-PA4924	5067	1.04251876353254	0.690656110712655	0.690656110713704
.	gene-PA5004	5150	1.03725927166613	0.690656110712655	0.690656110713704
rpiA	gene-PA0330	334	1.03063430065284	0.690656110712655	0.690656110713704
wspA	gene-PA3708	3795	1.02586551553087	0.690656110712655	0.690656110713704
.	gene-PA0168	170	1.01907064939649	0.690656110712655	0.690656110713704
.	gene-PA0568	574	1.01362939921569	0.690656110712655	0.690656110713704
.	gene-PA2840	2899	1.03866235376125	0.690656110712655	0.690656110713704
.	gene-PA5146	5291	1.04746009452731	0.690656110712655	0.690656110713704
grx	gene-PA5129	5274	1.04744316730921	0.690656110712655	0.690656110713704
.	gene-PA4968	5113	1.03180236074281	0.690656110712655	0.690656110713704
betB	gene-PA5373	5530	1.03027257192252	0.690656110712655	0.690656110713704
.	gene-PA4461	4573	1.027500593379	0.690656110712655	0.690656110713704
.	MSTRG.1243.1	1480	1.01517265163334	0.690656110712655	0.690656110713704
.	gene-PA0744	758	1.02664323394579	0.690656110712656	0.690656110713704
ppsA	gene-PA1770	1803	1.06999960114733	0.690656110712656	0.690656110713704
recR	gene-PA1534	1564	1.04640796821695	0.690656110712656	0.690656110713704
tig	gene-PA1800	1840	1.03573491844032	0.690656110712656	0.690656110713704
.	gene-PA4321	4429	1.03220385815497	0.690656110712656	0.690656110713704
fimX	gene-PA4959	5104	1.05633450323439	0.690656110712656	0.690656110713704
orn	gene-PA4951	5096	1.03421743632456	0.690656110712656	0.690656110713704
.	gene-PA1053	1078	1.02929174032209	0.690656110712656	0.690656110713704
rplJ	gene-PA4272	4366	1.09322863793058	0.690656110712656	0.690656110713704
pbpA	gene-PA4003	4094	1.04117153319152	0.690656110712656	0.690656110713704
.	gene-PA2985	3047	1.02880597940626	0.690656110712656	0.690656110713704
.	gene-PA1245	1271	1.01647988828295	0.690656110712656	0.690656110713704
rpsN	gene-PA4250	4343	1.07263281274971	0.690656110712656	0.690656110713704
.	gene-PA1682	1715	1.03363849236134	0.690656110712656	0.690656110713704
